,Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Horse Name,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price,filename,sale_year
22083,3,0457,"Taylor Made Sales Agency, Agent XXV ",,All the Greats,,B,Colt,All the Greats,Candy Ride (ARG),Big Rings,,,,,"Christina R. Jelm for Hollendorfer, LLC",80000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22084,3,0458,"Claiborne Farm, Agent ",,Timayyyy,,B    ,Colt,Timayyyy,War Front,Black Dynamite,,,,,Boardshorts,300000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22086,3,0460,"Clarkland Farm, LLC ",,Tickin Time Blonde,,GR/RO,Filly,Tickin Time Blonde,Not This Time,Blonde Bomber,,,,,BBN Racing VI,100000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22088,3,0462,"Hunter Valley Farm, Agent ",,Angelic Sense,,B,Filly,Angelic Sense,Street Sense,Bold Angel,,,,,"Kenneth McPeek, Agent for Walking L",325000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22089,3,0463,"Bedouin Bloodstock, Agent VI ",,Smudge,,B,Filly,Smudge,Quality Road,Bourbonesque,,,,,"D.J. Stable, LLC",525000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22090,3,0464,"Taylor Made Sales Agency, Agent VII ",,Fontabelle,,B,Filly,Fontabelle,Speightstown,Brandons Danger,,,,,"MWG, LLC",120000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22093,3,0467,"Taylor Made Sales Agency, Agent CXLII ",,Nosleeptilbrooklyn,,DB/BR,Filly,Nosleeptilbrooklyn,Ghostzapper,Brooklynsway,,,,,Boardshorts,500000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22095,3,0469,"Lane's End, Agent ",,Highland Tiger,,B,Colt,Highland Tiger,McKinzie,Candy Kitty,,,,,D. Farrington,150000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22097,3,0471,"Hill 'n' Dale at Xalapa, Agent ",,Numbered,,CH,Filly,Numbered,Nyquist,Cassatt,,,,,"West Bloodstock, Agent for Repole Stable",425000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22098,3,0472,"Taylor Made Sales Agency, Agent XXV ",,Muzaahim,,DB/BR,Colt,Muzaahim,Speightstown,Ceci Valentina,,,,,Durcan Bloodstock/Longways Stables,90000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22099,3,0473,Dixiana Farms LLC ,,Runnin N Gunnin,,DB/BR,Filly,Runnin N Gunnin,Gun Runner,Charity Belle,,,,,Douglas Scharbauer,250000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22100,3,0474,"Denali Stud, Agent XLI ",,Artisma,,DB/BR,Filly,Artisma,Munnings,Chausie,,,,,Hartley/De Renzo,200000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22101,3,0475,"GreenMount Farm, Agent ",,Witchy Lady,,CH,Filly,Witchy Lady,Good Magic,Clever Girl,,,,,"Miacomet Farm, Inc.",75000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22104,3,0478,"Columbiana Farm LLC, Agent ",,Stylish Lady,,CH,Filly,Stylish Lady,Violence,Condi,,,,,Mayberry Farm,485000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22105,3,0479,"Denali Stud, Agent XXIV ",,Tapit Dynasty,,DB/BR,Colt,Tapit Dynasty,Constitution,Confessing,,,,,Trevor Smith,125000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22106,3,0480,"Claiborne Farm, Agent for Wild Aire Partners, LLC ",,Circles,,B,Filly,Circles,Into Mischief,Confidently,,,,,Lynwood Stable,140000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22107,3,0481,"Hill 'n' Dale at Xalapa, Agent ",,Via Del Corso,,B,Colt,Via Del Corso,Quality Road,Conquering,,,,,"Patricia's Hope, LLC",100000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22110,3,0484,"Greenfield Farms, Agent VIII ",,Champagne Nights,,DB/BR,Filly,Champagne Nights,Street Sense,Crimson and Gold,,,,,Six Column Stables,200000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22112,3,0486,"Gainesway, Agent XIV ",,Melodious,,CH,Filly,Melodious,Gun Runner,Curlin's Daughter,,,,,George Sharp,115000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22114,3,0488,"Gainesway, Agent XXXIX ",,Dacitapit,,CH,Colt,Dacitapit,Tapit,Dacita (CHI),,,,,TB Bloodstock,210000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22117,3,0491,"Hunter Valley Farm, Agent ",,Give Her Another,,DB/BR,Filly,Give Her Another,Tiz the Law,Dalsaros,,,,,Andrew Farm,300000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22120,3,0494,"Denali Stud, Agent XLIV ",,Wittingly,,B    ,Colt,Wittingly,Gun Runner,Dayfa,,,,,St. Elias Stables,400000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22121,3,0495,"Eaton Sales, Agent for Beryl N. Stokes, Jr. Family Trust ",,Rae Aab,,CH,Colt,Rae Aab,Audible,Debutante Dreamer,,,,,Tom McCrocklin,50000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22127,3,0501,"Keith Lancaster, Agent ",,Tom's Magic,,CH,Colt,Tom's Magic,Justify,Dixie Chicken,,,,,CJ Thoroughbreds,200000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22128,3,0502,"Taylor Made Sales Agency, Agent CXL ",,Dixieland Belle,,CH,Filly,Dixieland Belle,More Than Ready,Dixie Serenade,,,,,GEB Bloodstock,85000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22130,3,0504,"Gainesway, Agent for Bridlewood Farm ",,Been Busy,,CH,Filly,Been Busy,Nyquist,Double Tapped,,,,,"West Bloodstock, Agent for Repole Stable",400000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22131,3,0505,"Patricia Clark, Agent I ",,Saucier,,B,Filly,Saucier,City of Light,Down in Front,,,,,"Selective LLC/Cary Bloodstock, Agent",150000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22132,3,0506,Stonehaven Steadings ,,Into Mischief --- Easy Living,,B,Colt,,Into Mischief,Easy Living,,,,,Repole Stable & Spendthrift Farm,300000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22133,3,0507,"Lane's End, Agent ",,Total Sensation,,DB/BR,Colt,Total Sensation,Speightstown,Eblouissante,,,,,CHC Inc. / Qatar Racing,300000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22134,3,0508,"Lane's End, Agent ",,Brilliant Disguise,,B    ,Filly,Brilliant Disguise,Quality Road,Ellan Vannin,,,,,"R. Glenn Sikura, Agent",40000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22135,3,0509,"Havens Bloodstock Agency, Inc., Agent ",,Employeeofthemonth,,B,Filly,Employeeofthemonth,Street Sense,Emmy Darling,,,,,"Joe Hardoon, Agent ",185000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22136,3,0510,"Gainesway, Agent XX ",,Amy's Law,,B,Filly,Amy's Law,Constitution,Empress Amelia,,,,,Robert H. Zoellner,110000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22138,3,0512,"Lane's End, Agent ",,Wilding Lane,,GR/RO,Colt,Wilding Lane,Tapit,Empressof the Nile,,,,,"Maddie Mattmiller, Agent",100000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22139,3,0513,"Gainesway, Agent XXX ",,Last Man Standing,,DB/BR,Colt,Last Man Standing,McKinzie,Enchanting Lisa,,,,,St. Elias Stables,175000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22140,3,0514,"Highgate Sales, Agent XXIII ",,Audible --- End Times,,B,Filly,,Audible,End Times,,,,,Buffolo Bloodstock,255000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22145,3,0519,"Lane's End, Agent ",,Brushfire,,B,Colt,Brushfire,City of Light,Eternal Peace,,,,,S-One Bloodstock,170000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22147,3,0521,"Clearsky Farms, Agent II ",,Lion of Justice,,DB/BR,Colt,Lion of Justice,Into Mischief,Ever So Clever,,,,,West Point Thoroughbreds,1100000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22148,3,0522,"Hill 'n' Dale at Xalapa, Agent ",,Investment Mandate,,DB/BR,Colt,Investment Mandate,Constitution,Faithfully,,,,,Klaravich Stable,525000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22149,3,0523,Glen Hill Farm ,,Renenet,,B,Filly,Renenet,American Pharoah,Family Meeting,,,,,Dr. Masatake Iida,325000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22150,3,0524,"Lane's End, Agent ",,Quality Road --- Famous (IRE),,GR/RO,Filly,,Quality Road,Famous (IRE),,,,,Aguiar / McElroy,450000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22152,3,0526,"Gainesway, Agent XXXVIII ",,Call Me Cory,,B,Colt,Call Me Cory,Uncle Mo,Fashion Week,,,,,Chris Drakos,170000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
22153,3,0527,"Gainesway, Agent XXXIX ",,Paris Gold,,DB/BR,Filly,Paris Gold,Speightstown,Filare l'Oro,,,,,Cheyenne Stables ,275000.0,..\data\keeneland\sept-yearling\2023\lots.csv,2023
